PG.ProteinGroups	PG.ProteinDescriptions	[1] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_1.raw.PG.Quantity	[2] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_2.raw.PG.Quantity	[3] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_3.raw.PG.Quantity	[4] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_4.raw.PG.Quantity	[5] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_5.raw.PG.Quantity	[6] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_6.raw.PG.Quantity	[7] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_7.raw.PG.Quantity	[8] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_8.raw.PG.Quantity	[9] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_9.raw.PG.Quantity	[10] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_28.raw.PG.Quantity	[11] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_29.raw.PG.Quantity	[12] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_30.raw.PG.Quantity	[13] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_31.raw.PG.Quantity	[14] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_32.raw.PG.Quantity	[15] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_33.raw.PG.Quantity	[16] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_34.raw.PG.Quantity	[17] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_35.raw.PG.Quantity	[18] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_36.raw.PG.Quantity
A0A060ZJU8	Glycogen debranching enzyme	NaN	NaN	NaN	2394.591552734375	3033.864013671875	3330.8369140625	1973.784423828125	Filtered	Filtered	16183.802734375	27632.271484375	22093.720703125	Filtered	36698.76171875	Filtered	2775.500732421875	NaN	Filtered
A0A060ZJU9	Uncharacterized protein	35967.484375	152633.25	NaN	52582.79296875	87219.4765625	64403.31640625	Filtered	Filtered	Filtered	NaN	209494.921875	301049.875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZJV0	Transcriptional regulator, MarR family	20933.275390625	21804.689453125	11706.451171875	25742.896484375	63213.6640625	35068.7578125	10831.7783203125	38611.55078125	2448.41162109375	8521.8056640625	20227.0546875	29463.5234375	Filtered	14.05117130279541	44.14992141723633	59.41378402709961	9647.8046875	5038.529296875
A0A060ZJV3	ATP-dependent endonuclease	23848.498046875	8097.04296875	7780.337890625	3698.982421875	54944.84375	2749.704345703125	20266.7734375	26328.01953125	25215.216796875	22393.970703125	11207.0244140625	11049.431640625	Filtered	19647.470703125	24090.75390625	6144.30810546875	28024.662109375	22463.830078125
A0A060ZJV4	TrkA domain-containing protein	114649.609375	136485.921875	132531.1875	60942.265625	46099.01171875	70460.6640625	123652.25	131152.390625	118566.6328125	310676.125	235728.421875	321366.4375	116364.6015625	68984.71875	88377.8125	141024.484375	122866.2109375	173074.5
A0A060ZJV6	DUF4235 domain-containing protein	195234.75	314103.4375	353751.6875	773707.625	868049.625	846890.5625	329885.3125	390013.5625	464296.28125	349142.15625	482267.21875	268274.3125	1027639.6875	676141.3125	752680.5625	237566.640625	135017.6875	134412.5625
A0A060ZJW1	ABC transporter related protein	511477.71875	521310.75	879812.625	363771.65625	394995.90625	336433.40625	420741.125	551022.9375	493542.09375	350656.1875	314889.15625	382179.1875	394195.875	928027.4375	295808.09375	272948.625	363729.4375	295980.53125
A0A060ZJW2	Glyoxalase/bleomycin resistanceprotein/dioxygenase	2511.91845703125	10808.0458984375	3821.1953125	7819.0986328125	9895.2470703125	2713.78125	6625.76806640625	Filtered	3944.451416015625	Filtered	NaN	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZJW4	Peptidase M4 thermolysin	626584.125	703799.25	508616.90625	4513787	4692917.5	4151508.5	63340.76953125	145862.21875	82869.359375	741553.125	915539.1875	792424.875	55146108	5703347.5	5483303	66626.625	52628.1328125	161866.71875
A0A060ZJW9	HNH endonuclease	10770.833984375	7174.53369140625	66135.9375	130122.015625	83852.203125	156716.78125	Filtered	Filtered	Filtered	47333.05859375	82437.7421875	54022.41796875	232193.828125	86266.0078125	49951.75	Filtered	Filtered	Filtered
A0A060ZJX0	Hydride transferase	128406.3125	114607.6796875	81817.5625	65115.2265625	54087.77734375	72105.84375	53232.609375	47012.01171875	64158.6015625	433062.6875	354901.375	304923.625	29.557275772094727	93531.671875	55863.6328125	44425.6484375	41654.39453125	10421.384765625
A0A060ZJX1	Transcriptional regulator, MarR family protein	NaN	152944.125	56203.77734375	72414.8984375	38176.26171875	18470.853515625	19719.359375	38772.74609375	26721.6328125	217876.234375	378285.9375	126251.7421875	134042.421875	67066.109375	81108.65625	Filtered	25326.00390625	37660.765625
A0A060ZJX2	Transcriptional regulator, HxlR family	3105.78271484375	4974.46142578125	9532.447265625	10448.892578125	5095.548828125	4367.40380859375	3187.934326171875	7205.765625	2395.477294921875	6181.01513671875	6406.708984375	7715.1298828125	Filtered	Filtered	Filtered	3035.5947265625	6960.7216796875	2897.6337890625
A0A060ZJX6	Activator of Hsp90 ATPase 1 family protein	108916.375	53079.43359375	185495.453125	101150.796875	31222.615234375	118542.703125	177142.53125	129950.3828125	168040.609375	120160.21875	94739.46875	101846.3046875	123291.109375	Filtered	30.580232620239258	63710.015625	101861.546875	89760.578125
A0A060ZJY2	ABC transporter substrate binding protein	7383.74755859375	8970.7685546875	2933.67578125	NaN	NaN	824.5488891601562	1136.4405517578125	Filtered	NaN	9076.642578125	7203.224609375	8663.6240234375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZJY7	Ferritin Dps family protein	1629862.75	2039147.5	1343803.125	2886599.5	3228787.5	2828954.25	339229.96875	318775.5625	297046.25	3488033.25	3415353.75	3173101.25	5217518.5	672936.4375	719704.375	290258.0625	231814.015625	266715.875
A0A060ZJY9	Beta-lactamase domain protein	6820.607421875	12004.2197265625	16369.4345703125	18296.970703125	26212.951171875	3180.789306640625	381053.25	40133.51171875	66433.140625	14103.2119140625	5219.56640625	15687.0947265625	Filtered	104103.7421875	383596.5	500036.84375	59219.30078125	34959.48828125
A0A060ZJZ1	Bifunctional deaminase-reductase domain protein	423116.6875	267215	201204.328125	208205.265625	184942.15625	212296.90625	243533.34375	296576.625	342253.1875	433401.90625	323828.5	327593.90625	25583.1484375	103664.6015625	99223.1640625	237904.5	264868.25	298821.21875
A0A060ZJZ3	3-ketoacyl-(Acyl-carrier-protein) reductase	134440.40625	68684.6328125	381459.875	746440.1875	172412.9375	355963.8125	5045164	700079.4375	916232.8125	244796.015625	33064.62109375	67310.5	Filtered	975460.8125	1897558.75	1977266.125	434106.5	640367.75
A0A060ZJZ4	Ribosomal protein S12 methylthiotransferase RimO	31429.89453125	34577.17578125	50196.609375	23955.427734375	19829.869140625	19221.05859375	20069.953125	14685.158203125	14818.63671875	9791.375	21172.09765625	54406.86328125	46907.91796875	14380.5146484375	2058.226318359375	19823.896484375	17918.828125	15404.751953125
A0A060ZJZ6	Chitinase	58748.5	69588.4140625	63983.92578125	Filtered	4731.21630859375	3066.917724609375	43135.66015625	47883.07421875	39368.5859375	54721.46875	44970.8203125	84016.7109375	140461.21875	760932.3125	10411.5146484375	39294.2265625	41601.34765625	45101.765625
A0A060ZJZ7	Alcohol dehydrogenase zinc-binding domainprotein	21263.28515625	27672.279296875	33609.87109375	29129.701171875	20640.943359375	31093.365234375	959244.75	145919.34375	190433.09375	65169.1171875	42966.20703125	54761.9609375	140462.3125	22491.365234375	159750.078125	768763.375	129187.28125	133723.5
A0A060ZK00	Histidine kinase	679605.875	630657.3125	578322.0625	381013.46875	433648.65625	406605.71875	842574.5625	838242.25	1004342.75	987569.8125	972224.4375	1134607.375	641630.3125	568593.75	456927.875	993138.4375	1100713.375	1091240.125
A0A060ZK02	Carrier domain-containing protein	Filtered	Filtered	NaN	NaN	NaN	0.13395971059799194	1159.128662109375	NaN	NaN	NaN	Filtered	Filtered	Filtered	1	6110.34130859375	NaN	Filtered	Filtered
A0A060ZK05	Beta-ketoacyl synthase	Filtered	18146.310546875	2421.16357421875	11929.0068359375	84653.46875	17310.123046875	45324.16796875	20158.3046875	Filtered	Filtered	40513.19140625	43743.4609375	Filtered	Filtered	56223.08203125	68614.7734375	NaN	22793.291015625
A0A060ZK06	Helix-turn-helix domain-containing protein	157798.234375	149149.453125	122072.4375	123139.40625	171031.25	118381.046875	146670.484375	163805.703125	165165.125	193065.3125	167332.640625	174212.390625	185290.984375	114793.640625	78545.0078125	101376.1640625	140168.265625	87275.359375
A0A060ZK07	Nmt1/thi5 like domain protein	204589.71875	51673.32421875	59847.15234375	361392.09375	399846.1875	398261	37844.4140625	NaN	48244.46875	415236.3125	311697.15625	350353.8125	2004343.625	34.378929138183594	Filtered	82718.7890625	54020.37109375	11636.919921875
A0A060ZK13	Regulatory protein TetR	14089.1591796875	12388.3134765625	19190.44140625	18011.84375	12244.1875	6511.18603515625	14687.955078125	Filtered	Filtered	3102.92919921875	Filtered	575.126708984375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZK14	4-hydroxy-tetrahydrodipicolinate reductase	458934.4375	353624.90625	432496.65625	450666.46875	393827.25	388988.53125	481583.96875	443369.71875	433698.1875	480198.6875	459748.3125	501089.5625	716005.875	414429.90625	325278.28125	443498.1875	483477.75	359945.5
A0A060ZK16	Aldehyde Dehydrogenase	Filtered	53744.8359375	Filtered	8075.10595703125	12426.4091796875	Filtered	Filtered	Filtered	4684.34521484375	8517.888671875	5100.59619140625	6975.6376953125	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZK19	Mycothiol S-conjugate amidase	10448.451171875	Filtered	23931.060546875	104147.734375	102947.4140625	100932.5	212723.140625	139073.6875	174392.625	9892.75390625	8963.7890625	11335.94140625	Filtered	Filtered	Filtered	193890.03125	190789.34375	115661.5625
A0A060ZK20	Amidohydrolase	343405.1875	134967.65625	249484.921875	58699.21875	49988.30859375	51977.45703125	160443.640625	223250.34375	176322.71875	86853.7265625	93343.3125	68014.421875	Filtered	278.095458984375	42470.55078125	108889.2421875	105119.796875	81210.8203125
A0A060ZK26	Secreted protein	Filtered	1901.656494140625	Filtered	11330.525390625	19283.564453125	6813.12939453125	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	16702.359375	Filtered	Filtered	Filtered	Filtered
A0A060ZK28	Cytochrome P450	58226.3984375	48788.82421875	52157.1015625	12699.8212890625	18607.78125	Filtered	39683.89453125	33853.70703125	45025.12109375	21527.748046875	39787.265625	33458.78515625	Filtered	Filtered	Filtered	29394.912109375	42348.92578125	54669.53125
A0A060ZK29	ADP-ribosylation/Crystallin J1	4771.796875	3636.358642578125	Filtered	Filtered	NaN	770.8923950195312	5773.9921875	5886.04248046875	9324.41015625	4284.08203125	Filtered	4657.1005859375	Filtered	Filtered	Filtered	10461.3916015625	6494.609375	8816.7138671875
A0A060ZK30	Hydrogenase expression protein HypF	65620.2734375	82676.140625	75357.9296875	113077.5703125	121439.671875	117620.6015625	58449.81640625	62484.5703125	46753.06640625	661164	620876.875	603385.625	259459.828125	54529.1484375	69057.4765625	105439.046875	50401.69140625	169568.796875
A0A060ZK33	EF-hand domain-containing protein	251027.328125	186915.125	166177.90625	219508.171875	408972	283217.0625	345383.9375	466328.1875	494682.15625	269979.625	309372.25	330248.21875	1077410.5	472266.9375	300053.125	515000.6875	565927.6875	526143.9375
A0A060ZK35	Enoyl-CoA hydratase/isomerase	448802.71875	642290.0625	669590.5625	686460.5625	792336.875	700095.25	590569.6875	664308	600517.625	669611.0625	682337.5	655562.1875	498035.59375	588944.9375	459431	477159.1875	542061.4375	517384.875
A0A060ZK38	ABC transporter related protein	Filtered	Filtered	Filtered	408373.3125	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	1868895	Filtered	Filtered	Filtered	1343140.375	Filtered	3480294.75
A0A060ZK39	Non-specific serine/threonine protein kinase	5859.53955078125	4390.63916015625	2298.2880859375	2624.277099609375	NaN	3191.787109375	Filtered	Filtered	Filtered	2359.486083984375	Filtered	3358.6328125	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZK41	Glycoside hydrolase 97	17469.826171875	12293.41015625	15169.25	26590	18977.888671875	43975.72265625	Filtered	Filtered	Filtered	26788.92578125	306768.875	Filtered	1785610.25	284241.6875	Filtered	243124.265625	13083.9833984375	Filtered
A0A060ZK43	Hydantoin racemase	6239.81396484375	47.14751052856445	5251.74072265625	Filtered	Filtered	Filtered	5263.5166015625	4911.8154296875	Filtered	4484.1181640625	NaN	3976.029052734375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZK45	AIM24 family protein	141708.953125	137772.1875	111667.2421875	342324.40625	365176.84375	348323.15625	175024.40625	211711.375	129378.78125	319663.625	268263.15625	304189.84375	168068.828125	243827.4375	187848.0625	72610.734375	66654.15625	81669.125
A0A060ZK48	Toxin Doc	21834.2421875	8885.48046875	4568.8076171875	7144.49072265625	3887.0166015625	73.31489562988281	5641.3525390625	11511.9658203125	3536.7685546875	9418.501953125	8428.6474609375	12581.9443359375	655061.5	Filtered	Filtered	5.461389064788818	7042.84765625	6.753412246704102
A0A060ZK52	Endoglycosylceramidase	13.591707229614258	Filtered	Filtered	2636.767822265625	2608.97119140625	82458.109375	7225.3427734375	Filtered	Filtered	8480.4599609375	9981.0947265625	3806.068359375	494541.8125	Filtered	Filtered	Filtered	10275.4345703125	Filtered
A0A060ZK53	Cellulose-binding protein	3606345	3831372	3057767.5	5667565	6428864.5	5830360	4514700.5	4458218	4442337	2508718.5	2242646.5	2381249.25	2174416.75	887230.5	1230058.875	1059958.25	1538195.625	799967.5625
A0A060ZK54	WXG100 family type VII secretion target	18864.54296875	28374.810546875	22894.591796875	18948.828125	14935.89453125	14948.5986328125	31489.92578125	18495.115234375	22515.814453125	16560.720703125	19388.37109375	22029.31640625	55017.953125	14980.80859375	64572.00390625	15536.1787109375	18187.841796875	12795.208984375
A0A060ZK55	Aromatic-ring-hydroxylating dioxygenase betasubunit	171629.4375	126841.1328125	118422.515625	268667.96875	356550.5625	294679.90625	206581.453125	219925.59375	196785.9375	281215.65625	265892.9375	266648.625	1229361	149248.84375	163212.203125	171936.734375	202470.75	220378.34375
A0A060ZK57	Glycogen phosphorylase	750183.875	750971.25	606705.4375	978874.1875	1142125.125	971861.4375	609832.1875	622718.375	684231.3125	1399067.625	1565502	1560086.625	1432196.75	729068.625	1276497.625	615154.8125	654114.125	628096.5
A0A060ZK58	Ricin B lectin	25711.984375	35056.59375	Filtered	11773.4541015625	18441.2265625	NaN	Filtered	Filtered	Filtered	42627.78125	3527.835693359375	Filtered	Filtered	30608.92578125	29453.875	Filtered	Filtered	3187.248779296875
A0A060ZK59	Luciferase-like, subgroup	109879.40625	32522.533203125	12885.6923828125	225913.75	231035.953125	79285.71875	49859.125	45952.33984375	70366.8125	38393.22265625	99125.90625	44689.43359375	Filtered	Filtered	Filtered	80890.3828125	47058.6796875	100658.2890625
A0A060ZK61	Aldehyde dehydrogenase	NaN	NaN	Filtered	20297.125	4673.93017578125	9010.8740234375	799.5744018554688	1337.27197265625	1275.50244140625	854.2847290039062	948.9148559570312	391.28607177734375	Filtered	Filtered	Filtered	Filtered	Filtered	2035.127685546875
A0A060ZK62	Protein serine/threonine phosphatase	67253.1171875	74171.1484375	16832.296875	140036.65625	72089.15625	107960.2890625	69339.796875	23897.287109375	44732.5859375	97793.78125	36366.30078125	232931.96875	3419137.25	6114113	12464424	56719.5625	27984.55859375	116573.7578125
A0A060ZK63	3-hydroxyacyl-CoA dehydrogenase NAD-bindingprotein	801926.125	713072.5625	649949.0625	629908.6875	573470.375	642731.0625	681532.75	625054.0625	668290.875	696247.0625	590110	797425.1875	507568.96875	690277.6875	646693.9375	936399.5625	836975.3125	1027042.4375
A0A060ZK64	Reverse transcriptase Ty1/copia-type domain-containing protein	156799.75	85490.25	143540.734375	93582.3359375	89931.578125	94913.1015625	93610.328125	96544.875	110429.9921875	42755.19921875	58725.140625	68630.734375	Filtered	114544.0625	169893.828125	141435.640625	133760	165032.265625
A0A060ZK65	ABC transporter related protein	427795.6875	44164.0625	290772.625	29791.083984375	156140.671875	122867.859375	36711.671875	23093.390625	18222.568359375	142598.203125	204784.75	451043.59375	2813600	Filtered	Filtered	Filtered	297512.09375	36240.09765625
A0A060ZK67	1,4-alpha-glucan branching enzyme GlgB	64918.9375	60856.71484375	29959.7265625	42118.22265625	44680.16796875	41389.08984375	29836.953125	23002.158203125	45627.82421875	127960.359375	88278.75	68093.3203125	190379.84375	203.23147583007812	13689.576171875	14440.275390625	20705.671875	11234.7197265625
A0A060ZK68	Type VII secretion protein EccE	51786.60546875	41840.66796875	32196.103515625	86822.4765625	5238.9619140625	14944.1875	6534.60888671875	9166.6650390625	6672.77734375	66374.8359375	44981.78125	57907.6328125	Filtered	1780.483642578125	33457.5546875	8871.6123046875	7931.2109375	6856.89794921875
A0A060ZK72	Riboflavin biosynthesis protein	421996.71875	450300.46875	415030.25	271756.96875	267925.21875	268413.34375	362487.25	369894.375	394200.3125	215261.890625	208819.234375	223182.640625	108117.0234375	300549.25	430436.25	262056.28125	274154.375	268365.625
A0A060ZK73	Transcriptional regulatory protein	3410.09765625	700.0103149414062	2018.81982421875	6462.29150390625	2823.67529296875	1.1644920110702515	1168.5367431640625	2368.18701171875	8118.92578125	22401.029296875	23323.708984375	19557.1796875	Filtered	Filtered	Filtered	Filtered	2429.662841796875	Filtered
A0A060ZK75	Transcription termination/antitermination protein NusA	331008.4375	394039.90625	411643.90625	468375.3125	463432.3125	524167.9375	576145.9375	593186.5	588132.5625	437866.375	468163.875	445133.03125	724834.5625	549942.25	471038.6875	543323.875	574022.4375	526925.75
A0A060ZK76	DUF2550 family protein	16007.4775390625	1987.0609130859375	3847.109375	5060.73095703125	1260.9752197265625	4347.42626953125	NaN	686.7974243164062	2708.09033203125	13473.576171875	5320.1103515625	7167.02490234375	Filtered	Filtered	Filtered	38124.46875	14028.2734375	65068.43359375
A0A060ZK78	Oxoglutarate dehydrogenase (succinyl-transferring)	65934.609375	61006.2421875	42299.98828125	43666.4453125	53255.72265625	54517.19140625	38149.4140625	21569.767578125	29770.69140625	93182.484375	73038.1875	76011.328125	Filtered	77511.25	Filtered	63715.94921875	51175.52734375	71531.5546875
A0A060ZK79	Proline--tRNA ligase	306169.96875	313780.9375	308341.53125	436597.40625	457992.65625	349923.875	341622.40625	318793.25	340603.3125	256340.09375	226370.03125	226631.28125	848906.375	247512.078125	238783.328125	454168.28125	419459.125	500735
A0A060ZK81	Peptidase M50	190201.65625	55020.80078125	60971.4921875	22661.08984375	94780.84375	24941.369140625	117006.15625	135534.46875	51276.0390625	214104.8125	246998.953125	119111.875	Filtered	68542.609375	46970.1015625	107.6930923461914	21922.22265625	27610.421875
A0A060ZK82	ATP synthase subunit delta	1743379.125	1690175.25	1495920.375	4208194	4857818	3826804.5	1116489.875	1186578.75	1192628.375	2088266.75	1800879.25	1697188.5	990852.9375	1328661.875	1715161.375	600152	678972.4375	743800.0625
A0A060ZK83	Amidohydrolase 3	986148.5625	907904.625	711614.4375	552588.3125	505095.59375	468088.71875	609803.625	628373.0625	644331.8125	848812.75	619510.75	553311.4375	2940749.5	260524.6875	292558.40625	692287.4375	793059.9375	868082
A0A060ZK86	Glycoside hydrolase family 12	17823.212890625	Filtered	NaN	314.9291076660156	19495.962890625	Filtered	NaN	NaN	5231.365234375	23134.919921875	47027.86328125	21297.068359375	1646333.875	Filtered	Filtered	27139.748046875	Filtered	Filtered
A0A060ZK88	Sugar hydrolase	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	6294.51318359375	24474.18359375	16849.982421875	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZK89	ABC transporter related protein	196140.4375	201365.28125	156444.015625	82057.3203125	279493.6875	216542.125	51371.82421875	69508.0703125	54624.5859375	38923.34765625	55298.91015625	66530	Filtered	Filtered	Filtered	167502.78125	25451.392578125	13978.6259765625
A0A060ZK93	RimK domain protein ATP-grasp	917842.5	733671.5625	506133.75	504804.34375	616741.125	464553.9375	396680.75	418035.65625	445669.0625	836079.0625	929200.1875	849840.5	194242.765625	404569.09375	303366.6875	467420.28125	526948.5625	414193.34375
A0A060ZK94	L-lysine N6-monooxygenase MbtG	805068.1875	218856.25	906564.1875	1029889.375	1004782.6875	1086160.625	80984.03125	106055.1171875	121038.1640625	118779.015625	141984.046875	92194.3828125	Filtered	426774.34375	54.91661071777344	207457.375	94636.2890625	188011.75
A0A060ZK95	Peptide chain release factor 1	167085.28125	171685.546875	197099.578125	378405.09375	439850.53125	402382.4375	261077.8125	282416.03125	264067.1875	159739.765625	160558.65625	181296.671875	163205.15625	225144.5	242148.375	262416.84375	268558.53125	201358.265625
A0A060ZK96	Extracellular solute-binding protein family 1	13276.6025390625	13070.3515625	15624.5234375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	11530.12109375	Filtered	Filtered	Filtered	Filtered	4081.622802734375	Filtered
A0A060ZK99	Hydrolase	31638.044921875	19269.734375	14315.716796875	2450.47607421875	NaN	1374.087646484375	34447.16015625	44830.87109375	29254.51953125	15762.8056640625	10305.1826171875	7001.35888671875	Filtered	Filtered	Filtered	35195.2421875	29108.814453125	37134.88671875
A0A060ZKA1	Aminotransferase class-III	165854.0625	184462.0625	185202.390625	71421.1171875	89283.0625	78396.71875	70971.8046875	62266.015625	59088.22265625	408281.25	699570.6875	568912.25	1158022.875	173291.78125	68669.625	105939.671875	65191.95703125	86227.7734375
A0A060ZKA3	Threonine synthase	307134.65625	252321.5	245887.65625	552065.1875	559761.5625	515865.40625	206479.859375	172163.9375	215744.375	257372.4375	308391.3125	252460.09375	277305.25	291284.625	272033.6875	177041.234375	194112.234375	182103.109375
A0A060ZKA4	Acyl transferase	34714.75390625	15113.185546875	12923.4453125	3217.14453125	11830.1943359375	1337.7198486328125	6835.36279296875	6939.765625	8403.8134765625	6888.77587890625	6276.3466796875	10519.3466796875	Filtered	2212.765380859375	Filtered	10356.0732421875	7783.66015625	20328.56640625
A0A060ZKA9	ABC transporter, periplasmic binding protein,thiB subfamily	147791.453125	194347.828125	161721.03125	107187.4375	99859.5703125	97740.9375	54544.71484375	71366.6875	58916.41015625	69226.6640625	81512.6171875	86900.6328125	Filtered	116746.0078125	83829.8515625	36495.53515625	55900.6796875	103565.03125
A0A060ZKB0	Modular polyketide synthase	22694.38671875	24011.978515625	24195.951171875	Filtered	Filtered	Filtered	71002.9453125	Filtered	27767.251953125	NaN	NaN	1751.91650390625	Filtered	Filtered	Filtered	9993.5263671875	26236.044921875	265434.03125
A0A060ZKB1	Elongation factor Ts	4268655.5	4005526	3697899.25	6819134	7157660.5	7909287.5	3333307.25	3221608.75	3238164	2644986	2769011.5	2264099.5	4392641.5	4844195	5539244	2172355.75	2544954.75	1847666.625
A0A060ZKB3	Alcohol dehydrogenase zinc-binding domainprotein	17843.333984375	16476.7421875	4754.8017578125	19240.97265625	55736.73828125	15046.943359375	25178.763671875	34122.66796875	46749.56640625	12042.525390625	16300.322265625	16113.728515625	Filtered	42418.12109375	Filtered	19431.376953125	33260.31640625	22329.1328125
A0A060ZKB6	Carrier domain-containing protein	882657.1875	861533.75	868201.125	376500.75	269320.625	398220.8125	487586.75	417145.15625	389977.0625	95809.0546875	139407.375	126244.1640625	352197.5625	508487.1875	500356.5625	409592.15625	403737.09375	359899.84375
A0A060ZKB7	Acetate kinase	1358789	1016856.3125	1142552.25	1274531.625	1530555.25	1324410.625	1128118.375	1224472.375	802254.75	1332514	1504268.25	1514786.125	19581188	1276886.375	1540105	857016.25	1027425.9375	896034.0625
A0A060ZKB8	Signal peptidase I	102110.90625	87707.3125	67964.9296875	51842.96875	96422.078125	41904.734375	69564.890625	62162.37890625	75887.7109375	47067.984375	42507.94140625	66496.3984375	3836.07421875	105334.6015625	89293.9453125	101112.6484375	91415.90625	141221.1875
A0A060ZKB9	Nitroreductase family deazaflavin-dependent oxidoreductase	70162.3671875	82389.390625	523350.1875	56081.140625	Filtered	Filtered	Filtered	Filtered	Filtered	129453.8828125	120767.015625	101122.34375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered
A0A060ZKC1	Methyltransferase type 11	196994.703125	211034.84375	222789.890625	136780.6875	186714.859375	123206.8984375	111420.109375	121580.1796875	124965.9375	143708.78125	173187.78125	286246.3125	456464.40625	105252	136577.90625	160481.703125	96493.7421875	90100.2734375
A0A060ZKC2	tRNA (guanine-N(1)-)-methyltransferase	110399.6328125	27850.818359375	86485.34375	62186.546875	70146.734375	71905.984375	84379.828125	86569.8359375	87696.46875	82220.125	37892.1171875	53228.36328125	Filtered	63154.66796875	78243.4921875	51994.6328125	49791.96875	359410.4375
A0A060ZKC3	Thioredoxin domain-containing protein	732407.125	777517.1875	649030.625	815515.3125	744673.3125	762068.6875	1147779.125	1103540.125	1336680.75	729413.75	745505.8125	930684.8125	1613691.125	1152026.75	1559587.5	558169.5	646401	434703.375
A0A060ZKC4	Copper(I)-binding protein	288519.28125	101650.734375	153957.953125	97866.421875	30988.572265625	56161.43359375	34184.62109375	4355.1533203125	32266.580078125	20096.642578125	6089.37158203125	28253.904296875	Filtered	6833.65380859375	38704.58203125	10260.4091796875	NaN	5.471290588378906
A0A060ZKC5	Proline--tRNA ligase	1141536.625	1075388.125	902238.25	965164.625	983828.4375	975007.9375	1020977.625	953607.4375	1249295.5	745829.625	866667.8125	863346.75	3390401	1553798.25	1770724	1278673.875	1112107.75	1521956.375
A0A060ZKC9	Transcriptional regulator, MarR family	12572.2451171875	2501.78466796875	20796.88671875	20571.779296875	47500.36328125	22839.822265625	8282.955078125	11283.3193359375	17856.443359375	18591.205078125	65134.8984375	37598.6015625	Filtered	30557.568359375	Filtered	6291.21826171875	6075.75390625	Filtered
A0A060ZKD1	Asparagine synthase (Glutamine-hydrolyzing)	65849.7890625	79769.5859375	66193.015625	44115.71484375	8012.72021484375	29099.13671875	16969.314453125	312149.1875	48591.4609375	32284.041015625	39604.234375	48473.375	257693.625	Filtered	Filtered	2887.01025390625	3596.796142578125	18204.69140625
A0A060ZKD2	N-6 DNA methylase	70673.28125	79407.9140625	73137.609375	56680.94140625	62726.5234375	49995.57421875	43731.4765625	64851.96484375	49224.40625	37973.37109375	32042.70703125	51853.31640625	Filtered	72172.4453125	31169.064453125	22514.171875	43777.21484375	545.6175537109375
